ASN,country,center_lat,center_lng
1,US,39.50024,-98.350891
2,US,39.50024,-98.350891
3,US,39.50024,-98.350891
4,US,39.50024,-98.350891
5,US,39.50024,-98.350891
6,US,39.50024,-98.350891
8,US,39.50024,-98.350891
9,US,39.50024,-98.350891
10,US,39.50024,-98.350891
11,US,39.50024,-98.350891
12,US,39.50024,-98.350891
13,US,39.50024,-98.350891
14,US,39.50024,-98.350891
15,US,39.50024,-98.350891
16,US,39.50024,-98.350891
17,US,39.50024,-98.350891
18,US,39.50024,-98.350891
19,US,39.50024,-98.350891
21,US,39.50024,-98.350891
22,US,39.50024,-98.350891
23,US,39.50024,-98.350891
24,US,39.50024,-98.350891
25,US,39.50024,-98.350891
26,US,39.50024,-98.350891
27,US,39.50024,-98.350891
28,DE,51.165691,10.451526
29,US,39.50024,-98.350891
30,US,39.50024,-98.350891
31,US,39.50024,-98.350891
32,US,39.50024,-98.350891
33,US,39.50024,-98.350891
34,US,39.50024,-98.350891
35,US,39.50024,-98.350891
36,US,39.50024,-98.350891
37,US,39.50024,-98.350891
38,US,39.50024,-98.350891
39,US,39.50024,-98.350891
40,US,39.50024,-98.350891
41,US,39.50024,-98.350891
42,US,39.50024,-98.350891
43,US,39.50024,-98.350891
44,US,39.50024,-98.350891
45,US,39.50024,-98.350891
46,US,39.50024,-98.350891
47,US,39.50024,-98.350891
48,US,39.50024,-98.350891
49,US,39.50024,-98.350891
50,US,39.50024,-98.350891
51,US,39.50024,-98.350891
52,US,39.50024,-98.350891
53,US,39.50024,-98.350891
54,US,39.50024,-98.350891
55,US,39.50024,-98.350891
56,US,39.50024,-98.350891
57,US,39.50024,-98.350891
58,CA,56.130366,-106.346771
59,US,39.50024,-98.350891
60,US,39.50024,-98.350891
61,US,39.50024,-98.350891
62,US,39.50024,-98.350891
63,US,39.50024,-98.350891
64,US,39.50024,-98.350891
65,US,39.50024,-98.350891
66,US,39.50024,-98.350891
67,US,39.50024,-98.350891
68,US,39.50024,-98.350891
69,US,39.50024,-98.350891
70,US,39.50024,-98.350891
71,US,39.50024,-98.350891
72,US,39.50024,-98.350891
73,US,39.50024,-98.350891
74,CA,56.130366,-106.346771
75,US,39.50024,-98.350891
76,US,39.50024,-98.350891
77,US,39.50024,-98.350891
78,US,39.50024,-98.350891
79,US,39.50024,-98.350891
80,US,39.50024,-98.350891
81,US,39.50024,-98.350891
82,US,39.50024,-98.350891
83,US,39.50024,-98.350891
84,US,39.50024,-98.350891
85,US,39.50024,-98.350891
86,US,39.50024,-98.350891
87,US,39.50024,-98.350891
88,US,39.50024,-98.350891
89,US,39.50024,-98.350891
90,US,39.50024,-98.350891
91,US,39.50024,-98.350891
92,US,39.50024,-98.350891
93,US,39.50024,-98.350891
94,US,39.50024,-98.350891
95,US,39.50024,-98.350891
96,US,39.50024,-98.350891
97,US,39.50024,-98.350891
98,US,39.50024,-98.350891
99,US,39.50024,-98.350891
100,US,39.50024,-98.350891
101,US,39.50024,-98.350891
102,US,39.50024,-98.350891
103,US,39.50024,-98.350891
104,US,39.50024,-98.350891
105,US,39.50024,-98.350891
106,US,39.50024,-98.350891
107,US,39.50024,-98.350891
108,US,39.50024,-98.350891
109,US,39.50024,-98.350891
110,US,39.50024,-98.350891
111,US,39.50024,-98.350891
113,US,39.50024,-98.350891
114,US,39.50024,-98.350891
115,US,39.50024,-98.350891
116,US,39.50024,-98.350891
117,US,39.50024,-98.350891
118,US,39.50024,-98.350891
119,US,39.50024,-98.350891
120,US,39.50024,-98.350891
121,US,39.50024,-98.350891
122,US,39.50024,-98.350891
123,US,39.50024,-98.350891
124,US,39.50024,-98.350891
125,US,39.50024,-98.350891
126,US,39.50024,-98.350891
127,US,39.50024,-98.350891
128,US,39.50024,-98.350891
129,US,39.50024,-98.350891
130,US,39.50024,-98.350891
131,US,39.50024,-98.350891
132,US,39.50024,-98.350891
133,US,39.50024,-98.350891
134,US,39.50024,-98.350891
135,US,39.50024,-98.350891
136,US,39.50024,-98.350891
137,IT,41.87194,12.56738
138,US,39.50024,-98.350891
139,US,39.50024,-98.350891
140,US,39.50024,-98.350891
141,US,39.50024,-98.350891
142,US,39.50024,-98.350891
143,US,39.50024,-98.350891
144,US,39.50024,-98.350891
145,US,39.50024,-98.350891
146,US,39.50024,-98.350891
147,US,39.50024,-98.350891
148,US,39.50024,-98.350891
149,US,39.50024,-98.350891
150,US,39.50024,-98.350891
151,US,39.50024,-98.350891
152,US,39.50024,-98.350891
153,US,39.50024,-98.350891
154,US,39.50024,-98.350891
155,US,39.50024,-98.350891
156,US,39.50024,-98.350891
157,US,39.50024,-98.350891
158,US,39.50024,-98.350891
159,US,39.50024,-98.350891
160,US,39.50024,-98.350891
161,US,39.50024,-98.350891
162,US,39.50024,-98.350891
163,US,39.50024,-98.350891
164,US,39.50024,-98.350891
165,US,39.50024,-98.350891
166,US,39.50024,-98.350891
167,US,39.50024,-98.350891
168,US,39.50024,-98.350891
169,US,39.50024,-98.350891
170,US,39.50024,-98.350891
171,US,39.50024,-98.350891
172,US,39.50024,-98.350891
173,JP,36.204824,138.252924
174,US,39.50024,-98.350891
175,US,39.50024,-98.350891
176,US,39.50024,-98.350891
177,US,39.50024,-98.350891
178,US,39.50024,-98.350891
179,US,39.50024,-98.350891
180,US,39.50024,-98.350891
181,US,39.50024,-98.350891
182,US,39.50024,-98.350891
183,US,39.50024,-98.350891
184,US,39.50024,-98.350891
185,US,39.50024,-98.350891
186,US,39.50024,-98.350891
187,US,39.50024,-98.350891
188,US,39.50024,-98.350891
189,US,39.50024,-98.350891
190,US,39.50024,-98.350891
191,US,39.50024,-98.350891
192,US,39.50024,-98.350891
193,US,39.50024,-98.350891
194,US,39.50024,-98.350891
195,US,39.50024,-98.350891
196,US,39.50024,-98.350891
197,US,39.50024,-98.350891
198,US,39.50024,-98.350891
199,US,39.50024,-98.350891
200,US,39.50024,-98.350891
201,US,39.50024,-98.350891
202,US,39.50024,-98.350891
203,US,39.50024,-98.350891
204,US,39.50024,-98.350891
205,US,39.50024,-98.350891
206,US,39.50024,-98.350891
207,US,39.50024,-98.350891
208,US,39.50024,-98.350891
209,US,39.50024,-98.350891
210,US,39.50024,-98.350891
211,US,39.50024,-98.350891
212,US,39.50024,-98.350891
213,US,39.50024,-98.350891
214,US,39.50024,-98.350891
215,US,39.50024,-98.350891
216,US,39.50024,-98.350891
217,US,39.50024,-98.350891
218,US,39.50024,-98.350891
219,US,39.50024,-98.350891
220,US,39.50024,-98.350891
221,US,39.50024,-98.350891
222,US,39.50024,-98.350891
223,US,39.50024,-98.350891
224,NO,60.472024,8.468946
225,US,39.50024,-98.350891
226,US,39.50024,-98.350891
227,US,39.50024,-98.350891
228,US,39.50024,-98.350891
229,US,39.50024,-98.350891
230,US,39.50024,-98.350891
231,US,39.50024,-98.350891
232,US,39.50024,-98.350891
233,US,39.50024,-98.350891
234,US,39.50024,-98.350891
235,US,39.50024,-98.350891
236,US,39.50024,-98.350891
237,US,39.50024,-98.350891
238,US,39.50024,-98.350891
239,CA,56.130366,-106.346771
240,US,39.50024,-98.350891
241,US,39.50024,-98.350891
242,US,39.50024,-98.350891
243,US,39.50024,-98.350891
244,US,39.50024,-98.350891
245,US,39.50024,-98.350891
246,US,39.50024,-98.350891
247,US,39.50024,-98.350891
252,US,39.50024,-98.350891
253,US,39.50024,-98.350891
254,US,39.50024,-98.350891
255,US,39.50024,-98.350891
256,US,39.50024,-98.350891
257,US,39.50024,-98.350891
258,US,39.50024,-98.350891
259,US,39.50024,-98.350891
260,US,39.50024,-98.350891
262,US,39.50024,-98.350891
263,US,39.50024,-98.350891
264,US,39.50024,-98.350891
265,US,39.50024,-98.350891
266,US,39.50024,-98.350891
267,US,39.50024,-98.350891
268,US,39.50024,-98.350891
269,US,39.50024,-98.350891
270,US,39.50024,-98.350891
271,CA,56.130366,-106.346771
272,US,39.50024,-98.350891
273,US,39.50024,-98.350891
274,US,39.50024,-98.350891
275,US,39.50024,-98.350891
276,US,39.50024,-98.350891
277,US,39.50024,-98.350891
278,MX,23.634501,-102.552784
279,US,39.50024,-98.350891
280,US,39.50024,-98.350891
281,US,39.50024,-98.350891
282,US,39.50024,-98.350891
283,US,39.50024,-98.350891
284,US,39.50024,-98.350891
285,US,39.50024,-98.350891
286,NL,52.132633,5.291266
287,US,39.50024,-98.350891
288,DE,51.165691,10.451526
289,US,39.50024,-98.350891
290,US,39.50024,-98.350891
291,US,39.50024,-98.350891
292,US,39.50024,-98.350891
293,US,39.50024,-98.350891
295,US,39.50024,-98.350891
296,US,39.50024,-98.350891
297,US,39.50024,-98.350891
298,US,39.50024,-98.350891
299,US,39.50024,-98.350891
300,US,39.50024,-98.350891
301,US,39.50024,-98.350891
302,US,39.50024,-98.350891
303,US,39.50024,-98.350891
304,US,39.50024,-98.350891
305,US,39.50024,-98.350891
306,US,39.50024,-98.350891
307,US,39.50024,-98.350891
308,US,39.50024,-98.350891
309,US,39.50024,-98.350891
310,US,39.50024,-98.350891
311,US,39.50024,-98.350891
312,US,39.50024,-98.350891
313,US,39.50024,-98.350891
314,US,39.50024,-98.350891
315,US,39.50024,-98.350891
316,US,39.50024,-98.350891
317,US,39.50024,-98.350891
318,US,39.50024,-98.350891
319,US,39.50024,-98.350891
320,US,39.50024,-98.350891
321,US,39.50024,-98.350891
322,US,39.50024,-98.350891
323,US,39.50024,-98.350891
324,US,39.50024,-98.350891
325,US,39.50024,-98.350891
326,US,39.50024,-98.350891
327,US,39.50024,-98.350891
328,US,39.50024,-98.350891
329,US,39.50024,-98.350891
330,US,39.50024,-98.350891
331,US,39.50024,-98.350891
332,US,39.50024,-98.350891
333,US,39.50024,-98.350891
334,US,39.50024,-98.350891
335,US,39.50024,-98.350891
336,US,39.50024,-98.350891
337,US,39.50024,-98.350891
338,US,39.50024,-98.350891
339,US,39.50024,-98.350891
340,US,39.50024,-98.350891
341,US,39.50024,-98.350891
342,US,39.50024,-98.350891
343,US,39.50024,-98.350891
344,US,39.50024,-98.350891
345,US,39.50024,-98.350891
346,US,39.50024,-98.350891
347,US,39.50024,-98.350891
348,US,39.50024,-98.350891
349,US,39.50024,-98.350891
350,US,39.50024,-98.350891
351,US,39.50024,-98.350891
352,US,39.50024,-98.350891
353,US,39.50024,-98.350891
354,US,39.50024,-98.350891
355,US,39.50024,-98.350891
356,US,39.50024,-98.350891
357,US,39.50024,-98.350891
358,US,39.50024,-98.350891
359,US,39.50024,-98.350891
360,US,39.50024,-98.350891
361,US,39.50024,-98.350891
362,US,39.50024,-98.350891
363,US,39.50024,-98.350891
364,US,39.50024,-98.350891
365,US,39.50024,-98.350891
366,US,39.50024,-98.350891
367,US,39.50024,-98.350891
368,US,39.50024,-98.350891
369,US,39.50024,-98.350891
370,US,39.50024,-98.350891
371,US,39.50024,-98.350891
372,US,39.50024,-98.350891
373,US,39.50024,-98.350891
374,US,39.50024,-98.350891
375,FI,61.92411,25.748151
376,CA,56.130366,-106.346771
377,US,39.50024,-98.350891
378,IL,31.046051,34.851612
379,US,39.50024,-98.350891
380,US,39.50024,-98.350891
381,US,39.50024,-98.350891
382,US,39.50024,-98.350891
383,US,39.50024,-98.350891
384,US,39.50024,-98.350891
385,US,39.50024,-98.350891
386,US,39.50024,-98.350891
387,US,39.50024,-98.350891
388,US,39.50024,-98.350891
389,US,39.50024,-98.350891
390,US,39.50024,-98.350891
391,US,39.50024,-98.350891
392,US,39.50024,-98.350891
393,US,39.50024,-98.350891
394,US,39.50024,-98.350891
395,US,39.50024,-98.350891
396,US,39.50024,-98.350891
397,US,39.50024,-98.350891
398,US,39.50024,-98.350891
399,US,39.50024,-98.350891
400,US,39.50024,-98.350891
401,US,39.50024,-98.350891
402,US,39.50024,-98.350891
403,US,39.50024,-98.350891
404,US,39.50024,-98.350891
405,US,39.50024,-98.350891
406,US,39.50024,-98.350891
407,US,39.50024,-98.350891
408,US,39.50024,-98.350891
409,US,39.50024,-98.350891
410,US,39.50024,-98.350891
411,US,39.50024,-98.350891
412,US,39.50024,-98.350891
413,US,39.50024,-98.350891
414,US,39.50024,-98.350891
415,US,39.50024,-98.350891
416,US,39.50024,-98.350891
417,US,39.50024,-98.350891
418,US,39.50024,-98.350891
419,US,39.50024,-98.350891
420,US,39.50024,-98.350891
421,US,39.50024,-98.350891
422,US,39.50024,-98.350891
423,US,39.50024,-98.350891
424,US,39.50024,-98.350891
425,US,39.50024,-98.350891
426,US,39.50024,-98.350891
427,US,39.50024,-98.350891
428,US,39.50024,-98.350891
429,US,39.50024,-98.350891
430,US,39.50024,-98.350891
431,US,39.50024,-98.350891
432,US,39.50024,-98.350891
433,US,39.50024,-98.350891
434,US,39.50024,-98.350891
435,US,39.50024,-98.350891
436,US,39.50024,-98.350891
437,US,39.50024,-98.350891
438,US,39.50024,-98.350891
439,US,39.50024,-98.350891
440,US,39.50024,-98.350891
441,US,39.50024,-98.350891
442,US,39.50024,-98.350891
443,US,39.50024,-98.350891
444,US,39.50024,-98.350891
445,US,39.50024,-98.350891
446,US,39.50024,-98.350891
447,US,39.50024,-98.350891
448,US,39.50024,-98.350891
449,US,39.50024,-98.350891
450,US,39.50024,-98.350891
451,US,39.50024,-98.350891
452,US,39.50024,-98.350891
453,US,39.50024,-98.350891
454,US,39.50024,-98.350891
455,US,39.50024,-98.350891
456,US,39.50024,-98.350891
457,US,39.50024,-98.350891
458,US,39.50024,-98.350891
459,US,39.50024,-98.350891
460,US,39.50024,-98.350891
461,US,39.50024,-98.350891
462,US,39.50024,-98.350891
463,US,39.50024,-98.350891
464,US,39.50024,-98.350891
465,US,39.50024,-98.350891
466,US,39.50024,-98.350891
467,US,39.50024,-98.350891
468,US,39.50024,-98.350891
469,US,39.50024,-98.350891
470,US,39.50024,-98.350891
471,US,39.50024,-98.350891
472,US,39.50024,-98.350891
473,US,39.50024,-98.350891
474,US,39.50024,-98.350891
475,US,39.50024,-98.350891
476,US,39.50024,-98.350891
477,US,39.50024,-98.350891
478,US,39.50024,-98.350891
479,US,39.50024,-98.350891
480,US,39.50024,-98.350891
481,US,39.50024,-98.350891
482,US,39.50024,-98.350891
483,US,39.50024,-98.350891
484,US,39.50024,-98.350891
485,US,39.50024,-98.350891
486,US,39.50024,-98.350891
487,US,39.50024,-98.350891
488,US,39.50024,-98.350891
489,US,39.50024,-98.350891
490,US,39.50024,-98.350891
491,US,39.50024,-98.350891
492,US,39.50024,-98.350891
493,US,39.50024,-98.350891
494,US,39.50024,-98.350891
495,US,39.50024,-98.350891
496,US,39.50024,-98.350891
497,US,39.50024,-98.350891
498,US,39.50024,-98.350891
499,US,39.50024,-98.350891
500,US,39.50024,-98.350891
501,US,39.50024,-98.350891
502,US,39.50024,-98.350891
503,US,39.50024,-98.350891
504,US,39.50024,-98.350891
505,US,39.50024,-98.350891
506,US,39.50024,-98.350891
507,US,39.50024,-98.350891
508,US,39.50024,-98.350891
509,US,39.50024,-98.350891
510,US,39.50024,-98.350891
511,US,39.50024,-98.350891
512,US,39.50024,-98.350891
513,CH,46.818188,8.227512
514,US,39.50024,-98.350891
515,US,39.50024,-98.350891
516,US,39.50024,-98.350891
517,NL,52.132633,5.291266
518,US,39.50024,-98.350891
519,US,39.50024,-98.350891
520,US,39.50024,-98.350891
521,US,39.50024,-98.350891
522,US,39.50024,-98.350891
523,US,39.50024,-98.350891
524,US,39.50024,-98.350891
525,US,39.50024,-98.350891
526,US,39.50024,-98.350891
527,US,39.50024,-98.350891
530,US,39.50024,-98.350891
531,US,39.50024,-98.350891
532,US,39.50024,-98.350891
533,US,39.50024,-98.350891
534,US,39.50024,-98.350891
535,US,39.50024,-98.350891
536,US,39.50024,-98.350891
537,US,39.50024,-98.350891
538,US,39.50024,-98.350891
539,US,39.50024,-98.350891
540,US,39.50024,-98.350891
541,US,39.50024,-98.350891
542,CA,56.130366,-106.346771
543,US,39.50024,-98.350891
545,US,39.50024,-98.350891
546,US,39.50024,-98.350891
547,US,39.50024,-98.350891
548,US,39.50024,-98.350891
549,CA,56.130366,-106.346771
550,US,39.50024,-98.350891
551,US,39.50024,-98.350891
552,US,39.50024,-98.350891
553,DE,51.165691,10.451526
554,US,39.50024,-98.350891
555,US,39.50024,-98.350891
556,US,39.50024,-98.350891
557,US,39.50024,-98.350891
558,US,39.50024,-98.350891
559,CH,46.818188,8.227512
560,US,39.50024,-98.350891
561,US,39.50024,-98.350891
562,US,39.50024,-98.350891
563,US,39.50024,-98.350891
564,US,39.50024,-98.350891
565,FI,61.92411,25.748151
566,CA,56.130366,-106.346771
567,US,39.50024,-98.350891
568,US,39.50024,-98.350891
569,US,39.50024,-98.350891
570,US,39.50024,-98.350891
571,US,39.50024,-98.350891
572,US,39.50024,-98.350891
573,US,39.50024,-98.350891
574,US,39.50024,-98.350891
575,US,39.50024,-98.350891
576,US,39.50024,-98.350891
577,CA,56.130366,-106.346771
578,US,39.50024,-98.350891
580,US,39.50024,-98.350891
581,US,39.50024,-98.350891
582,US,39.50024,-98.350891
583,US,39.50024,-98.350891
584,US,39.50024,-98.350891
585,US,39.50024,-98.350891
586,US,39.50024,-98.350891
587,US,39.50024,-98.350891
588,US,39.50024,-98.350891
589,US,39.50024,-98.350891
591,CA,56.130366,-106.346771
592,US,39.50024,-98.350891
594,US,39.50024,-98.350891
595,US,39.50024,-98.350891
596,US,39.50024,-98.350891
597,US,39.50024,-98.350891
598,US,39.50024,-98.350891
599,US,39.50024,-98.350891
600,US,39.50024,-98.350891
601,CA,56.130366,-106.346771
602,CA,56.130366,-106.346771
603,CA,56.130366,-106.346771
604,US,39.50024,-98.350891
605,US,39.50024,-98.350891
606,US,39.50024,-98.350891
607,US,39.50024,-98.350891
609,US,39.50024,-98.350891
610,US,39.50024,-98.350891
611,CA,56.130366,-106.346771
612,US,39.50024,-98.350891
613,US,39.50024,-98.350891
614,US,39.50024,-98.350891
615,US,39.50024,-98.350891
616,US,39.50024,-98.350891
617,US,39.50024,-98.350891
618,US,39.50024,-98.350891
619,US,39.50024,-98.350891
620,US,39.50024,-98.350891
621,US,39.50024,-98.350891
622,US,39.50024,-98.350891
623,US,39.50024,-98.350891
624,US,39.50024,-98.350891
625,US,39.50024,-98.350891
626,US,39.50024,-98.350891
627,US,39.50024,-98.350891
628,US,39.50024,-98.350891
629,US,39.50024,-98.350891
630,US,39.50024,-98.350891
631,US,39.50024,-98.350891
632,US,39.50024,-98.350891
633,US,39.50024,-98.350891
634,US,39.50024,-98.350891
635,US,39.50024,-98.350891
636,US,39.50024,-98.350891
637,US,39.50024,-98.350891
638,US,39.50024,-98.350891
639,US,39.50024,-98.350891
640,US,39.50024,-98.350891
641,US,39.50024,-98.350891
642,US,39.50024,-98.350891
643,US,39.50024,-98.350891
644,US,39.50024,-98.350891
645,US,39.50024,-98.350891
646,US,39.50024,-98.350891
647,US,39.50024,-98.350891
648,US,39.50024,-98.350891
649,US,39.50024,-98.350891
650,US,39.50024,-98.350891
651,US,39.50024,-98.350891
652,US,39.50024,-98.350891
653,US,39.50024,-98.350891
654,US,39.50024,-98.350891
655,US,39.50024,-98.350891
656,US,39.50024,-98.350891
657,US,39.50024,-98.350891
658,US,39.50024,-98.350891
659,US,39.50024,-98.350891
660,US,39.50024,-98.350891
661,US,39.50024,-98.350891
662,US,39.50024,-98.350891
663,US,39.50024,-98.350891
664,US,39.50024,-98.350891
665,US,39.50024,-98.350891
666,US,39.50024,-98.350891
667,US,39.50024,-98.350891
668,US,39.50024,-98.350891
670,US,39.50024,-98.350891
671,US,39.50024,-98.350891
672,US,39.50024,-98.350891
673,US,39.50024,-98.350891
674,US,39.50024,-98.350891
675,US,39.50024,-98.350891
676,AR,-38.416097,-63.616672
677,US,39.50024,-98.350891
678,US,39.50024,-98.350891
679,AT,47.516231,14.550072
680,DE,51.165691,10.451526
681,NZ,-40.900557,174.885971
682,US,39.50024,-98.350891
683,US,39.50024,-98.350891
684,CA,56.130366,-106.346771
685,US,39.50024,-98.350891
686,US,39.50024,-98.350891
687,US,39.50024,-98.350891
688,US,39.50024,-98.350891
689,US,39.50024,-98.350891
690,US,39.50024,-98.350891
691,CA,56.130366,-106.346771
692,US,39.50024,-98.350891
693,US,39.50024,-98.350891
694,US,39.50024,-98.350891
695,CH,46.818188,8.227512
696,CH,46.818188,8.227512
698,US,39.50024,-98.350891
700,US,39.50024,-98.350891
701,US,39.50024,-98.350891
702,US,39.50024,-98.350891
703,US,39.50024,-98.350891
704,US,39.50024,-98.350891
705,US,39.50024,-98.350891
706,US,39.50024,-98.350891
707,US,39.50024,-98.350891
708,US,39.50024,-98.350891
711,ES,40.463667,-3.74922
713,US,39.50024,-98.350891
714,US,39.50024,-98.350891
715,US,39.50024,-98.350891
716,US,39.50024,-98.350891
717,US,39.50024,-98.350891
718,US,39.50024,-98.350891
719,FI,61.92411,25.748151
720,US,39.50024,-98.350891
721,US,39.50024,-98.350891
722,US,39.50024,-98.350891
723,US,39.50024,-98.350891
724,US,39.50024,-98.350891
725,US,39.50024,-98.350891
726,US,39.50024,-98.350891
727,US,39.50024,-98.350891
728,US,39.50024,-98.350891
729,US,39.50024,-98.350891
730,US,39.50024,-98.350891
731,US,39.50024,-98.350891
732,US,39.50024,-98.350891
733,US,39.50024,-98.350891
734,US,39.50024,-98.350891
735,US,39.50024,-98.350891
736,US,39.50024,-98.350891
737,US,39.50024,-98.350891
738,US,39.50024,-98.350891
739,US,39.50024,-98.350891
740,US,39.50024,-98.350891
741,US,39.50024,-98.350891
742,US,39.50024,-98.350891
743,US,39.50024,-98.350891
744,US,39.50024,-98.350891
745,US,39.50024,-98.350891
746,US,39.50024,-98.350891
747,US,39.50024,-98.350891
748,US,39.50024,-98.350891
749,US,39.50024,-98.350891
750,US,39.50024,-98.350891
751,US,39.50024,-98.350891
752,US,39.50024,-98.350891
753,US,39.50024,-98.350891
754,US,39.50024,-98.350891
755,US,39.50024,-98.350891
756,US,39.50024,-98.350891
757,US,39.50024,-98.350891
758,US,39.50024,-98.350891
759,US,39.50024,-98.350891
760,AT,47.516231,14.550072
762,US,39.50024,-98.350891
763,US,39.50024,-98.350891
765,US,39.50024,-98.350891
766,ES,40.463667,-3.74922
767,US,39.50024,-98.350891
768,US,39.50024,-98.350891
769,US,39.50024,-98.350891
770,US,39.50024,-98.350891
771,US,39.50024,-98.350891
772,US,39.50024,-98.350891
773,US,39.50024,-98.350891
784,US,39.50024,-98.350891
785,US,39.50024,-98.350891
786,GB,55.378051,-3.435973
787,US,39.50024,-98.350891
788,US,39.50024,-98.350891
790,FI,61.92411,25.748151
791,US,39.50024,-98.350891
792,US,39.50024,-98.350891
793,US,39.50024,-98.350891
794,US,39.50024,-98.350891
795,US,39.50024,-98.350891
796,US,39.50024,-98.350891
797,US,39.50024,-98.350891
798,US,39.50024,-98.350891
799,US,39.50024,-98.350891
800,US,39.50024,-98.350891
802,CA,56.130366,-106.346771
803,CA,56.130366,-106.346771
804,CA,56.130366,-106.346771
806,CA,56.130366,-106.346771
808,CA,56.130366,-106.346771
810,CA,56.130366,-106.346771
811,CA,56.130366,-106.346771
812,CA,56.130366,-106.346771
813,US,39.50024,-98.350891
814,US,39.50024,-98.350891
815,US,39.50024,-98.350891
816,US,39.50024,-98.350891
817,US,39.50024,-98.350891
818,CA,56.130366,-106.346771
819,CA,56.130366,-106.346771
820,CA,56.130366,-106.346771
821,CA,56.130366,-106.346771
822,CA,56.130366,-106.346771
823,CA,56.130366,-106.346771
824,US,39.50024,-98.350891
825,CA,56.130366,-106.346771
826,CA,56.130366,-106.346771
827,CA,56.130366,-106.346771
828,CA,56.130366,-106.346771
829,CA,56.130366,-106.346771
830,CA,56.130366,-106.346771
831,CA,56.130366,-106.346771
832,CA,56.130366,-106.346771
834,US,39.50024,-98.350891
837,CA,56.130366,-106.346771
838,CA,56.130366,-106.346771
839,CA,56.130366,-106.346771
840,CA,56.130366,-106.346771
841,CA,56.130366,-106.346771
842,CA,56.130366,-106.346771
843,US,39.50024,-98.350891
851,CA,56.130366,-106.346771
852,CA,56.130366,-106.346771
855,CA,56.130366,-106.346771
856,CA,56.130366,-106.346771
857,CA,56.130366,-106.346771
858,CA,56.130366,-106.346771
859,CA,56.130366,-106.346771
860,CA,56.130366,-106.346771
861,CA,56.130366,-106.346771
862,CA,56.130366,-106.346771
863,CA,56.130366,-106.346771
864,CA,56.130366,-106.346771
865,CA,56.130366,-106.346771
866,CA,56.130366,-106.346771
867,CA,56.130366,-106.346771
868,CA,56.130366,-106.346771
869,CA,56.130366,-106.346771
870,CA,56.130366,-106.346771
871,CA,56.130366,-106.346771
872,CA,56.130366,-106.346771
873,CA,56.130366,-106.346771
874,CA,56.130366,-106.346771
875,CA,56.130366,-106.346771
876,CA,56.130366,-106.346771
877,CA,56.130366,-106.346771
878,CA,56.130366,-106.346771
879,CA,56.130366,-106.346771
880,CA,56.130366,-106.346771
881,CA,56.130366,-106.346771
882,CA,56.130366,-106.346771
883,CA,56.130366,-106.346771
884,CA,56.130366,-106.346771
885,CA,56.130366,-106.346771
1101,NL,52.132633,5.291266
1102,NL,52.132633,5.291266
1103,NL,52.132633,5.291266
1104,NL,52.132633,5.291266
1105,NL,52.132633,5.291266
1106,NL,52.132633,5.291266
1107,NL,52.132633,5.291266
1108,NL,52.132633,5.291266
1109,AT,47.516231,14.550072
1110,AT,47.516231,14.550072
1111,AT,47.516231,14.550072
1112,AT,47.516231,14.550072
1113,AT,47.516231,14.550072
1114,AT,47.516231,14.550072
1115,AT,47.516231,14.550072
1116,AT,47.516231,14.550072
1125,NL,52.132633,5.291266
1127,NL,52.132633,5.291266
1128,NL,52.132633,5.291266
1129,NL,52.132633,5.291266
1130,NL,52.132633,5.291266
1131,NL,52.132633,5.291266
1132,NL,52.132633,5.291266
1133,NL,52.132633,5.291266
1134,NL,52.132633,5.291266
1136,NL,52.132633,5.291266
1138,NL,52.132633,5.291266
1139,NL,52.132633,5.291266
1140,NL,52.132633,5.291266
1141,NL,52.132633,5.291266
1142,NL,52.132633,5.291266
1143,NL,52.132633,5.291266
1144,NL,52.132633,5.291266
1145,NL,52.132633,5.291266
1146,NL,52.132633,5.291266
1147,NL,52.132633,5.291266
1148,NL,52.132633,5.291266
1149,NL,52.132633,5.291266
1150,NL,52.132633,5.291266
1151,NL,52.132633,5.291266
1152,NL,52.132633,5.291266
1153,NL,52.132633,5.291266
1154,NL,52.132633,5.291266
1155,NL,52.132633,5.291266
1156,NL,52.132633,5.291266
1157,NL,52.132633,5.291266
1158,NL,52.132633,5.291266
1159,NL,52.132633,5.291266
1160,NL,52.132633,5.291266
1161,NL,52.132633,5.291266
1162,NL,52.132633,5.291266
1163,NL,52.132633,5.291266
1164,NL,52.132633,5.291266
1165,NL,52.132633,5.291266
1166,NL,52.132633,5.291266
1167,NL,52.132633,5.291266
1168,NL,52.132633,5.291266
1169,NL,52.132633,5.291266
1170,NL,52.132633,5.291266
1171,NL,52.132633,5.291266
1172,NL,52.132633,5.291266
1173,NL,52.132633,5.291266
1174,NL,52.132633,5.291266
1175,NL,52.132633,5.291266
1176,NL,52.132633,5.291266
1177,NL,52.132633,5.291266
1178,NL,52.132633,5.291266
1179,NL,52.132633,5.291266
1180,NL,52.132633,5.291266
1181,NL,52.132633,5.291266
1182,NL,52.132633,5.291266
1183,NL,52.132633,5.291266
1184,NL,52.132633,5.291266
1185,NL,52.132633,5.291266
1186,NL,52.132633,5.291266
1187,NL,52.132633,5.291266
1188,NL,52.132633,5.291266
1189,NL,52.132633,5.291266
1190,NL,52.132633,5.291266
1191,NL,52.132633,5.291266
1192,NL,52.132633,5.291266
1193,NL,52.132633,5.291266
1194,NL,52.132633,5.291266
1195,NL,52.132633,5.291266
1196,NL,52.132633,5.291266
1197,IE,53.41291,-8.24389
