ASN,country,center_lat,center_lng
206933,GB,55.378051,-3.435973
206934,GB,55.378051,-3.435973
206935,IL,31.046051,34.851612
206936,DE,51.165691,10.451526
206937,PL,51.919438,19.145136
206938,TR,38.963745,35.243322
206939,GB,55.378051,-3.435973
206940,FR,46.227638,2.213749
206941,SE,60.128161,18.643501
206942,SA,23.885942,45.079162
206943,US,39.50024,-98.350891
206944,FR,46.227638,2.213749
206945,ES,40.463667,-3.74922
206946,GB,55.378051,-3.435973
206947,FR,46.227638,2.213749
206948,PL,51.919438,19.145136
206951,CZ,49.817492,15.472962
206952,IT,41.87194,12.56738
206953,PL,51.919438,19.145136
206954,ES,40.463667,-3.74922
206955,RU,61.52401,105.318756
206956,PL,51.919438,19.145136
206957,PL,51.919438,19.145136
206958,FR,46.227638,2.213749
206959,TR,38.963745,35.243322
206960,BE,50.503887,4.469936
206961,IT,41.87194,12.56738
206962,RU,61.52401,105.318756
206963,UA,48.379433,31.16558
206964,UA,48.379433,31.16558
206965,RU,61.52401,105.318756
206966,IT,41.87194,12.56738
206967,FR,46.227638,2.213749
206968,RU,61.52401,105.318756
206969,CH,46.818188,8.227512
206970,DE,51.165691,10.451526
206971,NL,52.132633,5.291266
206972,PL,51.919438,19.145136
206973,RU,61.52401,105.318756
206974,HU,47.162494,19.503304
206975,UA,48.379433,31.16558
206976,GB,55.378051,-3.435973
206978,DE,51.165691,10.451526
206979,FR,46.227638,2.213749
206980,US,39.50024,-98.350891
206982,NL,52.132633,5.291266
206983,FR,46.227638,2.213749
206984,GB,55.378051,-3.435973
206985,GB,55.378051,-3.435973
206986,GB,55.378051,-3.435973
206987,UA,48.379433,31.16558
206988,IT,41.87194,12.56738
206989,NL,52.132633,5.291266
206991,TR,38.963745,35.243322
206992,IT,41.87194,12.56738
206993,NO,60.472024,8.468946
206994,NL,52.132633,5.291266
206996,LT,55.169438,23.881275
206997,HR,45.1,15.2
206998,IE,53.41291,-8.24389
206999,GB,55.378051,-3.435973
207000,PL,51.919438,19.145136
207001,DE,51.165691,10.451526
207002,PT,39.399872,-8.224454
207003,FI,61.92411,25.748151
207004,HR,45.1,15.2
207005,RU,61.52401,105.318756
207006,FI,61.92411,25.748151
207007,IL,31.046051,34.851612
207008,FR,46.227638,2.213749
207009,GB,55.378051,-3.435973
207010,DE,51.165691,10.451526
207011,AT,47.516231,14.550072
207012,PL,51.919438,19.145136
207013,IT,41.87194,12.56738
207014,CH,46.818188,8.227512
207015,CZ,49.817492,15.472962
207016,RU,61.52401,105.318756
207017,DK,56.1554671,10.4309955
207018,IT,41.87194,12.56738
207019,GB,55.378051,-3.435973
207020,US,39.50024,-98.350891
207021,AT,47.516231,14.550072
207022,IT,41.87194,12.56738
207023,US,39.50024,-98.350891
207024,RU,61.52401,105.318756
207025,RU,61.52401,105.318756
207026,ES,40.463667,-3.74922
207027,RU,61.52401,105.318756
